,50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
960,,,,,,,,,,,,,,,,,,0.256131,,,,,,,,,,,,5f845b7c-092a-4867-8201-5abffe57855e,3269,,,"[98.9, 1.9]",3895052,83,,,,0.64651316,,Left Foot,,,"[104.2, 5.9]",,Low Pass,,6.64003,,,Incomplete,,,,,,,,,2,From Throw In,David Raum,12034.0,Left Wing Back,157,RB Leipzig,182,['58ad98de-4c22-4b3a-b4d7-13da93f716f5'],46,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:46.565,Pass,
3046,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,58ad98de-4c22-4b3a-b4d7-13da93f716f5,3270,,,"[15.9, 74.2]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Arthur Augusto de Matos Soares,196651.0,Right Wing Back,157,RB Leipzig,182,['5f845b7c-092a-4867-8201-5abffe57855e'],46,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:38:46.821,Block,
3496,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f423c714-3717-4556-a16d-e49df0efa8c3,3271,,,"[86.7, 11.5]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emil Peter Forsberg,5625.0,Right Attacking Midfield,157,RB Leipzig,182,,48,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:48.339,Ball Recovery,
2888,,,,,,"[78.1, 13.2]",,,,,,,,,,,,1.898095,,,,,,,,,,,,3cd30bd1-1638-4214-a4fd-a29b85479cd4,3272,,,"[86.7, 11.5]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emil Peter Forsberg,5625.0,Right Attacking Midfield,157,RB Leipzig,182,"['1174545d-c9b4-4dd1-b02f-515b3f71f91d', 'c8f76cb2-e2d0-4e46-8c0d-682b12fe610f', 'f423c714-3717-4556-a16d-e49df0efa8c3']",48,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:48.339,Carry,True
3310,,,,,,,,,,,,,,,,,,1.100873,,,,,,,,,,,,1174545d-c9b4-4dd1-b02f-515b3f71f91d,3273,,,"[33.8, 67.8]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Robert Andrich,9195.0,Center Defensive Midfield,157,RB Leipzig,182,['3cd30bd1-1638-4214-a4fd-a29b85479cd4'],48,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:38:48.933,Pressure,
3369,,,,,,,,,,,,,,,,,,0.0,True,,,,,,,,,,,269fe879-7f3c-451c-b0a1-015ca1f57e21,3274,,,"[42.0, 66.9]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Robert Andrich,9195.0,Center Defensive Midfield,157,RB Leipzig,182,"['5dd7135f-2787-4b5a-abe8-8b8c846e6f25', 'c8f76cb2-e2d0-4e46-8c0d-682b12fe610f']",50,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:38:50.238,Foul Committed,
3394,,,,,,,,,,,,,,,,,,0.0,,,,True,,,,,,,,c8f76cb2-e2d0-4e46-8c0d-682b12fe610f,3275,,,"[78.1, 13.2]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emil Peter Forsberg,5625.0,Right Attacking Midfield,157,RB Leipzig,182,['269fe879-7f3c-451c-b0a1-015ca1f57e21'],50,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:50.238,Foul Won,True
2889,,,,,,"[77.1, 13.2]",,,,,,,,,,,,0.142333,,,,,,,,,,,,5dd7135f-2787-4b5a-abe8-8b8c846e6f25,3276,,,"[78.1, 13.2]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emil Peter Forsberg,5625.0,Right Attacking Midfield,157,RB Leipzig,182,"['003f8835-bb28-4fab-97c6-84a3a7f51735', '269fe879-7f3c-451c-b0a1-015ca1f57e21', 'c8f76cb2-e2d0-4e46-8c0d-682b12fe610f']",50,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:50.238,Carry,True
961,,,,,,,,,,,,,,,,,,1.026313,,,,,,,,,,,,003f8835-bb28-4fab-97c6-84a3a7f51735,3277,,,"[77.1, 13.2]",3895052,83,,,,2.639686,,Right Foot,,,"[68.9, 17.7]",,Ground Pass,,9.353609,,,,,Junior Castello Lukeba,40185.0,,,,,,2,From Throw In,Emil Peter Forsberg,5625.0,Right Attacking Midfield,157,RB Leipzig,182,['8133800f-18f0-4be9-88d0-309a87a83e74'],50,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:50.380,Pass,
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8133800f-18f0-4be9-88d0-309a87a83e74,3278,,,"[68.9, 17.7]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Junior Castello Lukeba,40185.0,Left Center Back,157,RB Leipzig,182,['003f8835-bb28-4fab-97c6-84a3a7f51735'],51,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:51.406,Ball Receipt*,
2890,,,,,,"[66.4, 23.2]",,,,,,,,,,,,2.042683,,,,,,,,,,,,99642d21-01d6-463a-95b0-5ce437ca004a,3279,,,"[68.9, 17.7]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Junior Castello Lukeba,40185.0,Left Center Back,157,RB Leipzig,182,"['6adac988-a392-4fef-a8d3-5995ceb77bc1', '8133800f-18f0-4be9-88d0-309a87a83e74']",51,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:51.406,Carry,
962,,,,,,,,,,,,,,,,,,0.6119,,,,,,,,,,,,6adac988-a392-4fef-a8d3-5995ceb77bc1,3280,,,"[66.4, 23.2]",3895052,83,,,,1.9343232,,Left Foot,,,"[62.9, 32.4]",,Ground Pass,,9.843272,,,,,Mohamed Simakan,30360.0,,,,,,2,From Throw In,Junior Castello Lukeba,40185.0,Left Center Back,157,RB Leipzig,182,['c136cc9b-c732-4153-a4bc-8537d97550ce'],53,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:53.449,Pass,
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c136cc9b-c732-4153-a4bc-8537d97550ce,3281,,,"[62.9, 32.4]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mohamed Simakan,30360.0,Center Back,157,RB Leipzig,182,['6adac988-a392-4fef-a8d3-5995ceb77bc1'],54,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:54.061,Ball Receipt*,
2891,,,,,,"[63.2, 33.7]",,,,,,,,,,,,0.975772,,,,,,,,,,,,76230260-154e-4c51-a6bf-b3bbfa71190a,3282,,,"[62.9, 32.4]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mohamed Simakan,30360.0,Center Back,157,RB Leipzig,182,"['19a845b1-00a6-4f82-998f-b5a99e0f2d3c', 'c136cc9b-c732-4153-a4bc-8537d97550ce']",54,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:54.061,Carry,
963,,,,,,,,,,,,,,,,,,0.6268,,,,,,,,,,,,19a845b1-00a6-4f82-998f-b5a99e0f2d3c,3283,,,"[63.2, 33.7]",3895052,83,,,,0.21406068,,Right Foot,,,"[72.4, 35.7]",,Ground Pass,,9.414882,,,,,Kevin Kampl,8222.0,,,,,,2,From Throw In,Mohamed Simakan,30360.0,Center Back,157,RB Leipzig,182,['0b39eb13-5225-4001-ae7e-65c3a9399ac7'],55,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:55.037,Pass,
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b39eb13-5225-4001-ae7e-65c3a9399ac7,3284,,,"[72.4, 35.7]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kevin Kampl,8222.0,Right Defensive Midfield,157,RB Leipzig,182,['19a845b1-00a6-4f82-998f-b5a99e0f2d3c'],55,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:55.663,Ball Receipt*,
2892,,,,,,"[71.7, 34.4]",,,,,,,,,,,,0.585624,,,,,,,,,,,,79dbc5f9-3031-4ee7-86f7-b8aa7f5fe403,3285,,,"[72.4, 35.7]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kevin Kampl,8222.0,Right Defensive Midfield,157,RB Leipzig,182,"['0b39eb13-5225-4001-ae7e-65c3a9399ac7', '6dd00f41-6770-4b50-b49a-5421bd51e604', 'b5c213f4-f8fc-4547-b9ba-f7e0f772ff2c']",55,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:55.663,Carry,True
3311,,,,,,,,,,,,,,,,,,0.199573,,,,,,,,,,,,6dd00f41-6770-4b50-b49a-5421bd51e604,3286,,,"[45.0, 46.2]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Robert Andrich,9195.0,Center Defensive Midfield,157,RB Leipzig,182,['79dbc5f9-3031-4ee7-86f7-b8aa7f5fe403'],55,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:38:55.867,Pressure,
964,,,,,,,,,,,,,,,,,,1.049309,,,,,,,,,,,,b5c213f4-f8fc-4547-b9ba-f7e0f772ff2c,3287,,,"[71.7, 34.4]",3895052,83,,,,2.385426,,Right Foot,,,"[62.9, 42.7]",,Ground Pass,,12.096694,,,,,Mohamed Simakan,30360.0,,,,,,2,From Throw In,Kevin Kampl,8222.0,Right Defensive Midfield,157,RB Leipzig,182,['5e1dd701-546b-460c-9304-62479c12fd90'],56,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:56.249,Pass,
1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e1dd701-546b-460c-9304-62479c12fd90,3288,,,"[62.9, 42.7]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mohamed Simakan,30360.0,Center Back,157,RB Leipzig,182,['b5c213f4-f8fc-4547-b9ba-f7e0f772ff2c'],57,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:57.298,Ball Receipt*,
2893,,,,,,"[62.9, 42.7]",,,,,,,,,,,,0.2,,,,,,,,,,,,0734e059-1c29-4435-a5a3-981ee32b6c7e,3289,,,"[62.9, 42.7]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mohamed Simakan,30360.0,Center Back,157,RB Leipzig,182,"['5e1dd701-546b-460c-9304-62479c12fd90', 'a0b50f9e-99a4-4cad-8e58-4d12d2e2f39e']",57,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:57.298,Carry,
965,,,,,,,,,,,,,,,,,,1.033196,,,,,,,,,,,,a0b50f9e-99a4-4cad-8e58-4d12d2e2f39e,3290,,,"[62.9, 42.7]",3895052,83,,,,1.2844701,,Right Foot,,,"[68.7, 62.4]",,Ground Pass,,20.536066,,,,,Willi Orban,8509.0,,,,,,2,From Throw In,Mohamed Simakan,30360.0,Center Back,157,RB Leipzig,182,['0fda8f8a-6d22-48fa-8bb0-ee5e62bbc64e'],57,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:57.498,Pass,
1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0fda8f8a-6d22-48fa-8bb0-ee5e62bbc64e,3291,,,"[68.7, 62.4]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Willi Orban,8509.0,Right Center Back,157,RB Leipzig,182,['a0b50f9e-99a4-4cad-8e58-4d12d2e2f39e'],58,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:58.531,Ball Receipt*,
2894,,,,,,"[69.6, 64.1]",,,,,,,,,,,,1.24,,,,,,,,,,,,f4548386-f914-44cd-a822-1f3d33c94b7c,3292,,,"[68.7, 62.4]",3895052,83,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Willi Orban,8509.0,Right Center Back,157,RB Leipzig,182,"['0fda8f8a-6d22-48fa-8bb0-ee5e62bbc64e', 'de02ffc5-bed8-43e3-b3ce-a5b571904bf7']",58,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:58.531,Carry,
966,,,,,,,,,,,,,,,,,,1.425482,,,,,,,,,,,,de02ffc5-bed8-43e3-b3ce-a5b571904bf7,3293,,,"[69.6, 64.1]",3895052,83,,,,-0.27952215,,Right Foot,,,"[91.2, 57.9]",,Ground Pass,,22.472204,,,Incomplete,,Yussuf Yurary Poulsen,5536.0,,,,,,2,From Throw In,Willi Orban,8509.0,Right Center Back,157,RB Leipzig,182,"['2eb265f7-0b4e-4181-bd6d-6f5142c9b58d', '6240bff1-d7da-4d2d-9c1b-274859ba1e57']",59,,,,,,,,,,,,,,,,,RB Leipzig,182,00:38:59.771,Pass,
1994,,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,2eb265f7-0b4e-4181-bd6d-6f5142c9b58d,3294,,,"[91.2, 53.6]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Yussuf Yurary Poulsen,5536.0,Center Forward,157,RB Leipzig,182,['de02ffc5-bed8-43e3-b3ce-a5b571904bf7'],1,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:01.197,Ball Receipt*,
3497,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6240bff1-d7da-4d2d-9c1b-274859ba1e57,3295,,,"[28.9, 22.2]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,158,Bayer Leverkusen,904,['de02ffc5-bed8-43e3-b3ce-a5b571904bf7'],1,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:01.197,Ball Recovery,
2895,,,,,,"[49.9, 13.4]",,,,,,,,,,,,4.075817,,,,,,,,,,,,96c4091b-5fc0-4380-9d43-a6e098f8e6d4,3296,,,"[28.9, 22.2]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,158,Bayer Leverkusen,904,"['4e432bc0-b392-4ef9-8264-26086a8e0933', '6240bff1-d7da-4d2d-9c1b-274859ba1e57', 'bcb74072-ff1a-4f3f-bcb7-925b1ea175ad']",1,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:01.197,Carry,True
3312,,,,,,,,,,,,True,,,,,,0.637039,,,,,,,,,,,,4e432bc0-b392-4ef9-8264-26086a8e0933,3297,,,"[71.3, 64.5]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Henrichs,8211.0,Right Wing Back,158,Bayer Leverkusen,904,"['96c4091b-5fc0-4380-9d43-a6e098f8e6d4', 'bcb74072-ff1a-4f3f-bcb7-925b1ea175ad']",4,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:04.795,Pressure,
967,,,,,,,,,,,,,,,,,,0.835747,,,,,,,,,,,,bcb74072-ff1a-4f3f-bcb7-925b1ea175ad,3298,,,"[49.9, 13.4]",3895052,84,,,,-0.31705576,,Right Foot,,,"[62.7, 9.2]",,Ground Pass,,13.471452,,,Incomplete,,Victor Okoh Boniface,32289.0,,,,,,2,Regular Play,Edmond Fayçal Tapsoba,30606.0,Left Center Back,158,Bayer Leverkusen,904,"['4e432bc0-b392-4ef9-8264-26086a8e0933', '76b3a896-a436-45a8-a12c-7d00c0898d25', '8d0bccb1-69b7-4094-932d-46d01e10ca97']",5,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:05.273,Pass,True
1995,,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,8d0bccb1-69b7-4094-932d-46d01e10ca97,3299,,,"[64.0, 7.9]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Victor Okoh Boniface,32289.0,Left Center Forward,158,Bayer Leverkusen,904,['bcb74072-ff1a-4f3f-bcb7-925b1ea175ad'],6,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:06.108,Ball Receipt*,
3419,,,,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,76b3a896-a436-45a8-a12c-7d00c0898d25,3300,,Lost Out,"[57.4, 70.9]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Willi Orban,8509.0,Right Center Back,158,Bayer Leverkusen,904,['bcb74072-ff1a-4f3f-bcb7-925b1ea175ad'],6,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:06.108,Interception,
968,,,,,,,,,,,,,,,,,,1.104032,,,,,,,,,,,,2db707f6-ac56-4a60-b1ae-c8ee89ae7390,3301,,,"[68.1, 0.1]",3895052,84,,,,1.0462486,,,,,"[77.3, 16.0]",,High Pass,,18.369812,,,,,Jonas Hofmann,8804.0,,,,,Throw-in,2,From Throw In,Alejandro Grimaldo García,10336.0,Left Wing Back,159,Bayer Leverkusen,904,['cde92990-c4c8-4b22-8879-84369efb68a9'],30,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:30.979,Pass,
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cde92990-c4c8-4b22-8879-84369efb68a9,3302,,,"[77.3, 16.0]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jonas Hofmann,8804.0,Right Center Forward,159,Bayer Leverkusen,904,['2db707f6-ac56-4a60-b1ae-c8ee89ae7390'],32,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:32.083,Ball Receipt*,
2896,,,,,,"[76.6, 16.9]",,,,,,,,,,,,0.083756,,,,,,,,,,,,ac971b50-c161-41a8-b88f-ccbc9a771b8b,3303,,,"[77.3, 16.0]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jonas Hofmann,8804.0,Right Center Forward,159,Bayer Leverkusen,904,"['39e57acc-c27a-41b8-92a3-74bf2098cd29', 'cde92990-c4c8-4b22-8879-84369efb68a9']",32,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:32.083,Carry,
3014,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,39e57acc-c27a-41b8-92a3-74bf2098cd29,3304,,,"[76.6, 16.9]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jonas Hofmann,8804.0,Right Center Forward,159,Bayer Leverkusen,904,,32,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:32.167,Miscontrol,
3498,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8b42d356-ed0f-45cf-b679-ee572300759a,3305,,,"[50.3, 62.2]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabio Carvalho,74659.0,Left Defensive Midfield,160,RB Leipzig,182,,33,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:33.220,Ball Recovery,
2897,,,,,,"[48.0, 62.6]",,,,,,,,,,,,0.338559,,,,,,,,,,,,96f80aba-4041-4820-9127-4a12fb2c8d01,3306,,,"[50.3, 62.2]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabio Carvalho,74659.0,Left Defensive Midfield,160,RB Leipzig,182,"['8b42d356-ed0f-45cf-b679-ee572300759a', '9a1e0173-3833-4c21-98db-e5d1a2815a85', 'f6625293-a01a-4569-a3d2-f6ec5b526137']",33,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:33.220,Carry,True
3313,,,,,,,,,,,,True,,,,,,0.195706,,,,,,,,,,,,9a1e0173-3833-4c21-98db-e5d1a2815a85,3307,,,"[73.8, 18.3]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonas Hofmann,8804.0,Right Center Forward,160,RB Leipzig,182,['96f80aba-4041-4820-9127-4a12fb2c8d01'],33,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:33.221,Pressure,
3699,,,,,,,,,,,,True,,,,,,0.0,,,,,,,,,,,,11abd728-7e05-4c34-91cc-42644c73818a,3308,,,"[72.1, 17.5]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonas Hofmann,8804.0,Right Center Forward,160,RB Leipzig,182,"['5e41dfee-4046-4b9c-8562-954c15e9ab58', 'f6625293-a01a-4569-a3d2-f6ec5b526137']",33,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:33.559,Dribbled Past,
3665,,,,,,,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,f6625293-a01a-4569-a3d2-f6ec5b526137,3309,,,"[48.0, 62.6]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabio Carvalho,74659.0,Left Defensive Midfield,160,RB Leipzig,182,['11abd728-7e05-4c34-91cc-42644c73818a'],33,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:33.559,Dribble,True
2898,,,,,,"[43.3, 65.0]",,,,,,,,,,,,1.20371,,,,,,,,,,,,5e41dfee-4046-4b9c-8562-954c15e9ab58,3310,,,"[48.0, 62.6]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabio Carvalho,74659.0,Left Defensive Midfield,160,RB Leipzig,182,"['11abd728-7e05-4c34-91cc-42644c73818a', '30da9624-98ed-4bb1-844e-e452e2c2839d', 'f6625293-a01a-4569-a3d2-f6ec5b526137']",33,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:33.559,Carry,True
969,,,,,,,,,,,,,,,,,,0.432108,,,,,,,,,,,,30da9624-98ed-4bb1-844e-e452e2c2839d,3311,,,"[43.3, 65.0]",3895052,84,,,,-2.1112158,,Left Foot,,,"[39.4, 58.5]",,Ground Pass,,7.5802374,,,,,Willi Orban,8509.0,,,,,,2,Regular Play,Fabio Carvalho,74659.0,Left Defensive Midfield,160,RB Leipzig,182,['df20e48a-e8fb-4e8b-8e04-042aeb7f0183'],34,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:34.763,Pass,
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df20e48a-e8fb-4e8b-8e04-042aeb7f0183,3312,,,"[39.4, 58.5]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Willi Orban,8509.0,Right Center Back,160,RB Leipzig,182,['30da9624-98ed-4bb1-844e-e452e2c2839d'],35,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:35.195,Ball Receipt*,
2899,,,,,,"[42.0, 64.5]",,,,,,,,,,,,1.747482,,,,,,,,,,,,1854f24e-d3f5-46f8-b9ac-dc3d1fb66341,3313,,,"[39.4, 58.5]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Willi Orban,8509.0,Right Center Back,160,RB Leipzig,182,"['05ebb302-d55c-4b3f-b3d6-84a9caa6eeaa', '238970d0-f85a-4e3e-94ea-f6d89bb6304b', 'df20e48a-e8fb-4e8b-8e04-042aeb7f0183']",35,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:35.195,Carry,True
3314,,,,,,,,,,,,True,,,,,,0.435414,,,,,,,,,,,,238970d0-f85a-4e3e-94ea-f6d89bb6304b,3314,,,"[76.0, 20.1]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonas Hofmann,8804.0,Right Center Forward,160,RB Leipzig,182,['1854f24e-d3f5-46f8-b9ac-dc3d1fb66341'],36,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:36.450,Pressure,
970,,,,,,,,,,,,,,,,,,0.499343,,,,,,,,,,,,05ebb302-d55c-4b3f-b3d6-84a9caa6eeaa,3315,,,"[42.0, 64.5]",3895052,84,,,,1.8967663,,Right Foot,,,"[39.6, 71.6]",,Ground Pass,,7.4946647,,,,,Fabio Carvalho,74659.0,,,,,,2,Regular Play,Willi Orban,8509.0,Right Center Back,160,RB Leipzig,182,['7226441a-83d0-4dc2-987a-808df8f19286'],36,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:36.942,Pass,
1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7226441a-83d0-4dc2-987a-808df8f19286,3316,,,"[39.6, 71.6]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabio Carvalho,74659.0,Left Defensive Midfield,160,RB Leipzig,182,['05ebb302-d55c-4b3f-b3d6-84a9caa6eeaa'],37,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:37.442,Ball Receipt*,
2900,,,,,,"[40.5, 68.8]",,,,,,,,,,,,0.251678,,,,,,,,,,,,2e8edf8e-8306-4498-85b4-012b0033d6fd,3317,,,"[39.6, 71.6]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabio Carvalho,74659.0,Left Defensive Midfield,160,RB Leipzig,182,"['7226441a-83d0-4dc2-987a-808df8f19286', '75ce5224-38c0-4b44-aa72-e41384a34184', '7ce6d45b-67f9-4fa5-9d68-b0df1edc3a77']",37,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:37.442,Carry,True
3315,,,,,,,,,,,,True,,,,,,0.185536,,,,,,,,,,,,7ce6d45b-67f9-4fa5-9d68-b0df1edc3a77,3318,,,"[78.8, 10.2]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonas Hofmann,8804.0,Right Center Forward,160,RB Leipzig,182,"['2e8edf8e-8306-4498-85b4-012b0033d6fd', '75ce5224-38c0-4b44-aa72-e41384a34184']",37,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:37.508,Pressure,
3666,,,,,,,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,75ce5224-38c0-4b44-aa72-e41384a34184,3319,,,"[40.5, 68.8]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Fabio Carvalho,74659.0,Left Defensive Midfield,160,RB Leipzig,182,"['7ce6d45b-67f9-4fa5-9d68-b0df1edc3a77', '99de400f-5c11-4409-aa62-f20a79c77fde']",37,,,,,,,,,,,,,,,,,RB Leipzig,182,00:39:37.693,Dribble,True
3610,,,,,,,,,,,,True,,,,Won,Tackle,0.0,,,,,,,,,,,,99de400f-5c11-4409-aa62-f20a79c77fde,3320,,,"[79.6, 11.3]",3895052,84,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jonas Hofmann,8804.0,Right Center Forward,161,Bayer Leverkusen,904,['75ce5224-38c0-4b44-aa72-e41384a34184'],37,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:39:37.693,Duel,True
