,50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cef516d2-c957-4a05-9c3d-ffc86d0b338e,907,,,"[43.2, 2.1]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Florian Wirtz,40724.0,Left Wing,36,Bayer Leverkusen,904,"['c956d6da-68f1-4242-bc68-54de99656183', 'e3eeb719-9ffb-4513-bcb7-543ea2cf1f04']",4,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:04.895,Ball Receipt*,True
276,,,,,,,,,,,,,,,,,,1.176485,,,,,,,,,,,,d15734fd-9961-466b-b941-7a0c7f46c04d,908,,,"[40.8, 2.9]",3895052,19,,,,1.8635094,,Right Foot,,,"[38.6, 10.2]",,High Pass,,7.6243033,,,,,Granit Xhaka,3500.0,,,,,,1,From Throw In,Florian Wirtz,40724.0,Left Wing,36,Bayer Leverkusen,904,"['25506016-9505-4032-a2ce-70521e6e3957', 'c956d6da-68f1-4242-bc68-54de99656183']",4,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:04.895,Pass,True
1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25506016-9505-4032-a2ce-70521e6e3957,909,,,"[38.6, 10.2]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,36,Bayer Leverkusen,904,['d15734fd-9961-466b-b941-7a0c7f46c04d'],6,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:06.072,Ball Receipt*,
2326,,,,,,"[45.2, 6.9]",,,,,,,,,,,,1.457479,,,,,,,,,,,,8967413e-c9f0-4a3e-8c32-ee66d2e4885a,910,,,"[38.6, 10.2]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,36,Bayer Leverkusen,904,"['0244434d-fda4-4249-8958-bf44f0a16fa3', '25506016-9505-4032-a2ce-70521e6e3957', 'b5c952b8-e27e-4145-87e8-e8d4cb3d854f']",6,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:06.072,Carry,True
3121,,,,,,,,,,,,,,,,,,0.319421,,,,,,,,,,,,b5c952b8-e27e-4145-87e8-e8d4cb3d854f,911,,,"[74.9, 69.7]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Benjamin Henrichs,8211.0,Right Back,36,Bayer Leverkusen,904,"['0244434d-fda4-4249-8958-bf44f0a16fa3', '8967413e-c9f0-4a3e-8c32-ee66d2e4885a']",7,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:07.346,Pressure,
277,,,,,,,,,,,,,,,,,,0.897064,,,,,,,,,,,,0244434d-fda4-4249-8958-bf44f0a16fa3,912,,,"[45.2, 6.9]",3895052,19,,,,-0.5554937,,Right Foot,,,"[51.0, 3.3]",,Low Pass,,6.8264194,,,,,Florian Wirtz,40724.0,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,36,Bayer Leverkusen,904,"['416dd38b-75fa-4814-bf87-1b0ad6f96427', 'b5c952b8-e27e-4145-87e8-e8d4cb3d854f']",7,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:07.529,Pass,True
1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416dd38b-75fa-4814-bf87-1b0ad6f96427,913,,,"[51.0, 3.3]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Florian Wirtz,40724.0,Left Wing,36,Bayer Leverkusen,904,['0244434d-fda4-4249-8958-bf44f0a16fa3'],8,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:08.426,Ball Receipt*,
2327,,,,,,"[52.0, 2.7]",,,,,,,,,,,,0.786186,,,,,,,,,,,,246eed4e-022f-4b49-b276-e0242c7ca7b1,914,,,"[51.0, 3.3]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Florian Wirtz,40724.0,Left Wing,36,Bayer Leverkusen,904,"['0448b3c1-2700-4542-99f1-7152ecdbc504', '30c39958-7c6f-434a-9cb3-923f2da8bcd2', '416dd38b-75fa-4814-bf87-1b0ad6f96427']",8,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:08.426,Carry,True
3122,,,,,,,,,,,,,,,,,,0.664189,,,,,,,,,,,,30c39958-7c6f-434a-9cb3-923f2da8bcd2,915,,,"[65.9, 77.4]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mohamed Simakan,30360.0,Right Center Back,36,Bayer Leverkusen,904,"['0448b3c1-2700-4542-99f1-7152ecdbc504', '246eed4e-022f-4b49-b276-e0242c7ca7b1']",8,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:08.699,Pressure,
278,,,,,,,,,,,,,,,,,,1.130403,,,,,,,,,,,,0448b3c1-2700-4542-99f1-7152ecdbc504,916,,,"[52.0, 2.7]",3895052,19,,,,2.6314669,,Right Foot,,,"[43.6, 7.4]",,Low Pass,,9.625487,,,,,Granit Xhaka,3500.0,,,,,,1,From Throw In,Florian Wirtz,40724.0,Left Wing,36,Bayer Leverkusen,904,"['30c39958-7c6f-434a-9cb3-923f2da8bcd2', '824f6ec9-09cc-45af-a74b-04ea0cd9f7d2']",9,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:09.213,Pass,True
1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,824f6ec9-09cc-45af-a74b-04ea0cd9f7d2,917,,,"[43.6, 7.4]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,36,Bayer Leverkusen,904,['0448b3c1-2700-4542-99f1-7152ecdbc504'],10,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:10.343,Ball Receipt*,
2328,,,,,,"[42.2, 8.0]",,,,,,,,,,,,0.82011,,,,,,,,,,,,2b665499-50f3-46e3-b3c6-3ab368b32440,918,,,"[43.6, 7.4]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,36,Bayer Leverkusen,904,"['341e2d6c-695e-4fcc-a4d0-d253e6163e41', '824f6ec9-09cc-45af-a74b-04ea0cd9f7d2']",10,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:10.343,Carry,
279,,,,,,,,,,,,,,,,,,0.726926,,,,,,,,,,,,341e2d6c-695e-4fcc-a4d0-d253e6163e41,919,,,"[42.2, 8.0]",3895052,19,,,,-2.7588491,,Left Foot,,,"[34.5, 4.9]",,Low Pass,,8.300602,,,,,Edmond Fayçal Tapsoba,30606.0,,,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,36,Bayer Leverkusen,904,['bbdf94e3-be9b-4e82-9228-e4355c6e7c25'],11,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:11.163,Pass,
1351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bbdf94e3-be9b-4e82-9228-e4355c6e7c25,920,,,"[34.5, 4.9]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,36,Bayer Leverkusen,904,['341e2d6c-695e-4fcc-a4d0-d253e6163e41'],11,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:11.890,Ball Receipt*,
2329,,,,,,"[34.1, 6.9]",,,,,,,,,,,,1.055386,,,,,,,,,,,,5cf42677-07de-423c-9173-13a64dfa3550,921,,,"[34.5, 4.9]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,36,Bayer Leverkusen,904,"['56b7058e-af44-47aa-994b-e420a513a1bc', 'bbdf94e3-be9b-4e82-9228-e4355c6e7c25']",11,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:11.890,Carry,
280,,,,,,,,,,,,,,,,,,1.640112,,,,,,,,,,,,56b7058e-af44-47aa-994b-e420a513a1bc,922,,,"[34.1, 6.9]",3895052,19,,,,1.7944778,,Right Foot,,,"[29.3, 28.0]",,Ground Pass,,21.639086,,,,,Jonathan Tah,8221.0,,,,,,1,From Throw In,Edmond Fayçal Tapsoba,30606.0,Left Center Back,36,Bayer Leverkusen,904,['bd8cfeaa-2910-4c59-b8bf-ce5be1a52ee2'],12,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:12.945,Pass,
1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd8cfeaa-2910-4c59-b8bf-ce5be1a52ee2,923,,,"[29.3, 28.0]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonathan Tah,8221.0,Center Back,36,Bayer Leverkusen,904,['56b7058e-af44-47aa-994b-e420a513a1bc'],14,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:14.586,Ball Receipt*,
2330,,,,,,"[53.4, 37.3]",,,,,,,,,,,,3.195561,,,,,,,,,,,,0625c079-a482-4490-bfbf-d460ff299490,924,,,"[29.3, 28.0]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonathan Tah,8221.0,Center Back,36,Bayer Leverkusen,904,"['bd8cfeaa-2910-4c59-b8bf-ce5be1a52ee2', 'd0d7455a-c172-4bd6-8398-c6886842e512']",14,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:14.586,Carry,
281,,,,,,,,,,,,,,,,,,0.994304,,,,,,,,,,,,d0d7455a-c172-4bd6-8398-c6886842e512,925,,,"[53.4, 37.3]",3895052,19,,,,0.16023068,,Right Foot,,,"[63.3, 38.9]",,Ground Pass,,10.02846,,,,,Florian Wirtz,40724.0,,,,,,1,From Throw In,Jonathan Tah,8221.0,Center Back,36,Bayer Leverkusen,904,['dd8e9e72-c61f-4e16-87f5-5c34ab14e46c'],17,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:17.781,Pass,
3123,,,,,,,,,,,,,,,,,,0.529272,,,,,,,,,,,,888b9dd7-62f4-4063-8988-2338d8e36702,926,,,"[56.2, 41.8]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nicolas Seiwald,39460.0,Right Defensive Midfield,36,Bayer Leverkusen,904,"['08891484-04f5-4899-91e1-e6daa8bf82be', 'dd8e9e72-c61f-4e16-87f5-5c34ab14e46c']",18,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:18.543,Pressure,
1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd8e9e72-c61f-4e16-87f5-5c34ab14e46c,927,,,"[63.3, 38.9]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Florian Wirtz,40724.0,Left Wing,36,Bayer Leverkusen,904,"['888b9dd7-62f4-4063-8988-2338d8e36702', 'd0d7455a-c172-4bd6-8398-c6886842e512']",18,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:18.775,Ball Receipt*,True
282,,,,,,,,,,,,,,,,,,1.400136,,,,,,,,,,,,08891484-04f5-4899-91e1-e6daa8bf82be,928,,,"[63.1, 39.5]",3895052,19,,,,1.6367797,,Right Foot,,,"[61.6, 62.2]",,Ground Pass,,22.749506,,,,,Jonathan Tah,8221.0,,,,,,1,From Throw In,Florian Wirtz,40724.0,Left Wing,36,Bayer Leverkusen,904,"['888b9dd7-62f4-4063-8988-2338d8e36702', 'c25de68a-9109-46ef-afdf-a0544e8b8ff9']",18,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:18.775,Pass,True
3124,,,,,,,,,,,,,,,,,,0.863544,,,,,,,,,,,,a660cbf1-416e-4ce2-9ef3-7c90f1e23b46,929,,,"[58.9, 20.9]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ikoma Loïs Openda,16275.0,Right Center Forward,36,Bayer Leverkusen,904,"['3d8595e6-e553-45a4-8ab8-22ad1fe2cce3', 'a4f28d0d-17c1-41c6-b1a4-f08d81e49d65', 'c25de68a-9109-46ef-afdf-a0544e8b8ff9']",20,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:20.123,Pressure,
1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c25de68a-9109-46ef-afdf-a0544e8b8ff9,930,,,"[61.6, 62.2]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonathan Tah,8221.0,Center Back,36,Bayer Leverkusen,904,"['08891484-04f5-4899-91e1-e6daa8bf82be', 'a660cbf1-416e-4ce2-9ef3-7c90f1e23b46']",20,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:20.176,Ball Receipt*,True
2331,,,,,,"[62.5, 63.8]",,,,,,,,,,,,0.739206,,,,,,,,,,,,a4f28d0d-17c1-41c6-b1a4-f08d81e49d65,931,,,"[61.6, 62.2]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonathan Tah,8221.0,Center Back,36,Bayer Leverkusen,904,"['3d8595e6-e553-45a4-8ab8-22ad1fe2cce3', 'a660cbf1-416e-4ce2-9ef3-7c90f1e23b46', 'c25de68a-9109-46ef-afdf-a0544e8b8ff9']",20,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:20.176,Carry,True
283,,,,,,,,,,,,,,,,,,1.070658,,,,,,,,,,,,3d8595e6-e553-45a4-8ab8-22ad1fe2cce3,932,,,"[62.5, 63.8]",3895052,19,,,,0.7568345,,Left Foot,,,"[69.7, 70.6]",,Ground Pass,,9.903535,,,,,Odilon Kossonou,27133.0,,,,,,1,From Throw In,Jonathan Tah,8221.0,Center Back,36,Bayer Leverkusen,904,"['9906d3bb-d1e6-40b7-9124-617a137d6cb0', 'a660cbf1-416e-4ce2-9ef3-7c90f1e23b46']",20,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:20.915,Pass,True
1355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9906d3bb-d1e6-40b7-9124-617a137d6cb0,933,,,"[69.7, 70.6]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Odilon Kossonou,27133.0,Right Center Back,36,Bayer Leverkusen,904,['3d8595e6-e553-45a4-8ab8-22ad1fe2cce3'],21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:21.985,Ball Receipt*,
2332,,,,,,"[68.7, 67.8]",,,,,,,,,,,,1.087013,,,,,,,,,,,,7349d791-1552-4b6e-9e6e-305579f2c978,934,,,"[69.7, 70.6]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Odilon Kossonou,27133.0,Right Center Back,36,Bayer Leverkusen,904,"['05f63351-c99f-42b6-9d88-8c99049d0ec8', '9906d3bb-d1e6-40b7-9124-617a137d6cb0']",21,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:21.985,Carry,
284,,,,,,,,,,,,,,,,,,1.341182,,,,,,,,,,,,05f63351-c99f-42b6-9d88-8c99049d0ec8,935,,,"[68.7, 67.8]",3895052,19,,,,-0.34956184,,Left Foot,,,"[89.0, 60.4]",,Ground Pass,,21.606712,,,Incomplete,,Jonas Hofmann,8804.0,,,,,,1,From Throw In,Odilon Kossonou,27133.0,Right Center Back,36,Bayer Leverkusen,904,"['64f9fac0-6c59-42a4-aee1-bc22231d0ff5', 'ce261d4b-9c4d-4414-a519-e95dea8a0fa3']",23,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:23.072,Pass,
1356,,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,ce261d4b-9c4d-4414-a519-e95dea8a0fa3,936,,,"[89.6, 65.0]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jonas Hofmann,8804.0,Right Wing,36,Bayer Leverkusen,904,['05f63351-c99f-42b6-9d88-8c99049d0ec8'],24,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:24.414,Ball Receipt*,
285,,,,,,,,,,,,True,,,,,,1.828508,,,,,,,,,,,,64f9fac0-6c59-42a4-aee1-bc22231d0ff5,937,,,"[31.1, 19.7]",3895052,19,,,,-0.71016353,,Left Foot,,,"[41.8, 10.5]",,Ground Pass,,14.111343,,,,,Timo Werner,5557.0,,,,,Interception,1,Regular Play,Willi Orban,8509.0,Left Center Back,37,RB Leipzig,182,"['05f63351-c99f-42b6-9d88-8c99049d0ec8', '60cf4696-3a65-43d4-8362-67a235724d69']",24,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:24.414,Pass,
1357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cf4696-3a65-43d4-8362-67a235724d69,938,,,"[41.8, 10.5]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Timo Werner,5557.0,Left Midfield,37,RB Leipzig,182,['64f9fac0-6c59-42a4-aee1-bc22231d0ff5'],26,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:26.242,Ball Receipt*,
2333,,,,,,"[43.0, 6.9]",,,,,,,,,,,,0.229975,,,,,,,,,,,,035c8a89-adc2-4bec-bfbe-96829989fb96,939,,,"[41.8, 10.5]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Timo Werner,5557.0,Left Midfield,37,RB Leipzig,182,"['60cf4696-3a65-43d4-8362-67a235724d69', 'db54df22-174a-4b44-a29e-183fcfd8948e']",26,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:26.242,Carry,
286,,,,,,,,,,,,,,,,,,1.029355,,,,,,,,,,,,db54df22-174a-4b44-a29e-183fcfd8948e,940,,,"[43.0, 6.9]",3895052,19,,,,2.6656506,,Right Foot,,,"[33.3, 11.9]",,Ground Pass,,10.912836,,,,,David Raum,12034.0,,,,,,1,Regular Play,Timo Werner,5557.0,Left Midfield,37,RB Leipzig,182,['d156fc15-3074-489d-a9d9-ee3e35df247f'],26,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:26.472,Pass,
3125,,,,,,,,,,,,True,,,,,,0.051707,,,,,,,,,,,,933f9eea-003a-4940-850d-7412ff387941,941,,,"[86.8, 65.4]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonas Hofmann,8804.0,Right Wing,37,RB Leipzig,182,,27,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:27.338,Pressure,
1358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d156fc15-3074-489d-a9d9-ee3e35df247f,942,,,"[33.3, 11.9]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David Raum,12034.0,Left Back,37,RB Leipzig,182,['db54df22-174a-4b44-a29e-183fcfd8948e'],27,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:27.501,Ball Receipt*,
2334,,,,,,"[32.3, 10.9]",,,,,,,,,,,,0.12,,,,,,,,,,,,987c4a96-d3f5-4535-b0d5-d3cf03d2c9fe,943,,,"[33.3, 11.9]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David Raum,12034.0,Left Back,37,RB Leipzig,182,"['8773e799-73d2-415a-9c78-094c63fa8910', 'd156fc15-3074-489d-a9d9-ee3e35df247f']",27,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:27.501,Carry,
287,,,,,,,,,,,,,,,,,,4.368232,,,,,,,,,,,,8773e799-73d2-415a-9c78-094c63fa8910,944,,,"[32.3, 10.9]",3895052,19,,,,0.47608966,,Left Foot,,,"[93.0, 42.2]",,High Pass,,68.2948,,,Incomplete,,,,,,,,,1,Regular Play,David Raum,12034.0,Left Back,37,RB Leipzig,182,['b80c6320-7429-426f-9020-4a1aa5bb9316'],27,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:27.621,Pass,
288,,,,,,,,,,,,,,,,,,2.305481,,,,,,,,,,,,b80c6320-7429-426f-9020-4a1aa5bb9316,945,,,"[27.1, 37.9]",3895052,19,,,,0.85490626,,Left Foot,,,"[41.8, 54.8]",,Ground Pass,,22.39866,,,,,Jonathan Tah,8221.0,,,,,Recovery,1,Regular Play,Lukáš Hrádecký,8667.0,Goalkeeper,38,Bayer Leverkusen,904,"['8773e799-73d2-415a-9c78-094c63fa8910', 'be8559d8-31ed-4cb5-97cf-02c59f9477c5']",31,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:31.990,Pass,
1359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be8559d8-31ed-4cb5-97cf-02c59f9477c5,946,,,"[41.8, 54.8]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,38,Bayer Leverkusen,904,['b80c6320-7429-426f-9020-4a1aa5bb9316'],34,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:34.295,Ball Receipt*,
2335,,,,,,"[43.4, 56.0]",,,,,,,,,,,,1.641099,,,,,,,,,,,,7e1a23c1-649b-49ce-a401-b1cacec19a61,947,,,"[41.8, 54.8]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,38,Bayer Leverkusen,904,"['b44d6e9a-50be-46ce-a7ed-d1915d6786cd', 'be8559d8-31ed-4cb5-97cf-02c59f9477c5']",34,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:34.295,Carry,
289,,,,,,,,,,,,,,,,,,0.881695,,,,,,,,,,,,b44d6e9a-50be-46ce-a7ed-d1915d6786cd,948,,,"[43.4, 56.0]",3895052,19,,,,-0.7813496,,Right Foot,,,"[55.8, 43.7]",,Ground Pass,,17.465681,,,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,Regular Play,Jonathan Tah,8221.0,Center Back,38,Bayer Leverkusen,904,['8963e26a-1df8-4998-83d9-be782be363fa'],35,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:35.936,Pass,
1360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8963e26a-1df8-4998-83d9-be782be363fa,949,,,"[55.8, 43.7]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,38,Bayer Leverkusen,904,['b44d6e9a-50be-46ce-a7ed-d1915d6786cd'],36,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:36.818,Ball Receipt*,
2336,,,,,,"[55.4, 54.8]",,,,,,,,,,,,1.770552,,,,,,,,,,,,bb72210f-6a5d-45fc-ae6d-eecfc854d539,950,,,"[55.8, 43.7]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,38,Bayer Leverkusen,904,"['8963e26a-1df8-4998-83d9-be782be363fa', 'cfdadd3f-79c4-43d0-8d89-d7608baccd74']",36,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:36.818,Carry,
290,,,,,,,,,,,,,,,,,,0.989252,,,,,,,,,,,,cfdadd3f-79c4-43d0-8d89-d7608baccd74,951,,,"[55.4, 54.8]",3895052,19,,,,0.7163258,,Right Foot,,,"[63.9, 62.2]",,Ground Pass,,11.269872,,,,,Florian Wirtz,40724.0,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,38,Bayer Leverkusen,904,['b00e8eda-de91-4b56-b79b-d5668a13e653'],38,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:38.589,Pass,
1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b00e8eda-de91-4b56-b79b-d5668a13e653,952,,,"[63.9, 62.2]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,38,Bayer Leverkusen,904,['cfdadd3f-79c4-43d0-8d89-d7608baccd74'],39,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:39.578,Ball Receipt*,
2337,,,,,,"[63.7, 65.8]",,,,,,,,,,,,1.375166,,,,,,,,,,,,e4d5559d-de7a-4a61-a17e-6e16403da098,953,,,"[63.9, 62.2]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,38,Bayer Leverkusen,904,"['47f09c9f-0b6d-43d2-b4b8-a57d17d8ef7b', 'b00e8eda-de91-4b56-b79b-d5668a13e653', 'bfeab4db-fe73-44d7-bc3e-de14e52997cc']",39,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:39.578,Carry,True
3126,,,,,,,,,,,,,,,,,,0.454715,,,,,,,,,,,,47f09c9f-0b6d-43d2-b4b8-a57d17d8ef7b,954,,,"[54.2, 16.3]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xaver Schlager,8769.0,Left Defensive Midfield,38,Bayer Leverkusen,904,"['bfeab4db-fe73-44d7-bc3e-de14e52997cc', 'e4d5559d-de7a-4a61-a17e-6e16403da098']",40,,,,,,,,,,,,,,,,,RB Leipzig,182,00:19:40.757,Pressure,
291,,,,,,,,,,,,,,,,,,1.08594,,,,,,,,,,,,bfeab4db-fe73-44d7-bc3e-de14e52997cc,955,,,"[63.7, 65.8]",3895052,19,,,,-2.714012,,Right Foot,,,"[55.8, 62.2]",,Ground Pass,,8.68159,,,,,Exequiel Alejandro Palacios,28268.0,,,,,,1,Regular Play,Florian Wirtz,40724.0,Left Wing,38,Bayer Leverkusen,904,"['319f9fda-6b79-4c60-9e0e-c1ab97e58ceb', '47f09c9f-0b6d-43d2-b4b8-a57d17d8ef7b']",40,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:40.953,Pass,True
1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319f9fda-6b79-4c60-9e0e-c1ab97e58ceb,956,,,"[55.8, 62.2]",3895052,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Exequiel Alejandro Palacios,28268.0,Right Defensive Midfield,38,Bayer Leverkusen,904,['bfeab4db-fe73-44d7-bc3e-de14e52997cc'],42,,,,,,,,,,,,,,,,,Bayer Leverkusen,904,00:19:42.039,Ball Receipt*,
